Site number,Site Info / Location,GPS coordinates ,Altitude,Isolate Name,Code,ID ITS
R08,Hadek,"49°14'58.00""N  16°45'46.46""E",348,R08 Salix 3 Tip,MO369,
R08,Hadek,"49°14'58.00""N  16°45'46.46""E",348,R08 Salix 2c,MO370,P. gonapodyides
R08,Hadek,"49°14'58.00""N  16°45'46.46""E",348,R08 Carpinus betulus 1 a,MO371,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 4a1,MO372,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 3a1,MO373,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,"R09 Populus tremola 3a2, 1st copy",MO374,P. gonapodyides
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,"R09 Populus tremola 3a2, 2nd copy",MO375,P. lacustris (mixed culture)
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia 2b1,MO376,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Cormus mas 1b2,MO377,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 1b,MO378,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Quercus b,MO379,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Jvor babika 1a2,MO380,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Carpinus betulus 4,MO381,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia 3 a,MO382,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Quercus a,MO383,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Carpinus betulus 3,MO384,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Quercus c,MO385,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Polpulus tremola 1a2,MO386,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Carpinus betulus 4,MO387,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 1b,MO388,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus nigra 2a,MO389,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia 3b,MO390,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Carpinus betulus 3,MO391,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Acer babika 3b,MO392,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Cormus mas 2a2,MO393,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia 2a,MO394,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia 2b2,MO395,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Carpinus betulus 1b,MO396,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Cormus mas 2b,MO397,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 2a,MO398,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia b,MO399,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Cormus mas 2a1,MO400,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Tilia 4a,MO401,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus nigra 2b,MO402,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 1a,MO403,Phy. sp. PV_So7
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 3a1,MO404,Phy. sp (mixed culture)
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,"R09 Populus nigra 1a2, 2nd collony, Phytopythium ",MO405,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Javor babika 1a1,MO406,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Javor babika 2a1,MO407,Phy. sp (mixed culture)
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Carpinus betulus 1a,MO408,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,"R09 Populus nigra 1a2, 1st colony, Phytop",MO409,
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,"R09 Populus nigra 1a1, 1st corner ",MO410,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,"R09 Populus nigra 1a1, 2nd corner, Pythium",MO411,Phy. litorale
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 1a1,MO412,Phy. sp. PV_So7
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus tremola 4a2,MO413,P. lacustris
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Cormus mas 1a,MO414,P. gonapodyides
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Acer babika 3a,MO415,Phy. sp1. ROH-2015
R09,Racice,"49°17'11.77""N 16°52'29.28""E",324,R09 Populus nigra 1b,MO416,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix caprea 1a,MO417,P. bilorbang
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Acer 1a, Pyth",MO418,Phy. litorale
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Acer 1b,MO419,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 3a,MO420,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Salix caprea 1, 1st collony",MO421,P. lacustris (mixed culture)
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Acer 3b,MO422,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 2 a1,MO423,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Salix caprea 1, 2nd copy",MO424,Phy. sp1. ROH-2015
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Acer 2a1, 2nd copy",MO425,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Acer 2a1, 1st copy",MO426,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 2a2,MO427,P. gonapodyides
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix 5b,MO428,P. lacustris
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix 8a1 disr.,MO429,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix 5a1,MO430,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 3a1,MO431,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Alnus 4a, disr",MO432,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 4b,MO433,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 4a,MO434,P. lacustris
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Ulmus 2a, 2nd",MO435,P. gonapodyides
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 5,MO436,Phy. sp1. ROH-2015
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Salix caprea 1b, 2nd colony",MO437,P. lacustris (mixed culture)
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Acer 2a2, disrpt",MO438,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 2a1,MO439,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 2,MO440,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 3b,MO441,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix 5a2,MO442,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,"R10 Salix caprea 1b, 1st corner",MO443,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 4b,MO444,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix caprea 1 Tip b,MO445,P. lacustris
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 2a2,MO446,Phy. sp1. ROH-2015
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 1a2,MO447,P. lacustris
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Acer 3a,MO448,P. lacustris
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 2b,MO449,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola1a1,MO450,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix caprea1 tipb,MO451,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Populus tremola 3a1,MO452,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix 8a2,MO453,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Alnus 2a  (maybe copy),MO454,
R10,Holstejn,"49°24'26.25""N  16°46'45.69""E",466,R10 Salix caprea 3a,MO455,
R07,Ricmanice,"49°15'28.39""N  16°42'5.45""E",277,R07 Acer c,MO456,P. lacustris
R01,Katerina-Sebrov,"49°19'48.21""N  16°36'19.36""E",326,R01 Acer campestris d,MO457,
R02,Skalni mlyn,"49°21'51.17""N  16°42'13.10""E",341,R02 Ulmus 1b,MO458,P. lacustris
R06,Strelice,"49° 8'3.19""N  16°31'44.40""E",235,R06 Robinia 1a3,MO459,P. lacustris (ITS BadSeq)
R02,Skalni mlyn,"49°21'51.17""N  16°42'13.10""E",341,R02 Ulnus 1,MO460,
